PID;ExterCond;ExterQual;HeatingQC;KitchenQual;MSZoning;RoofStyle;RoofMatl;Exterior1st;Exterior2nd;MasVnrType;MasVnrArea;Foundation;Heating;CentralAir;Electrical;1stFlrSF;2ndFlrSF;LowQualFinSF;Kitchen;TotRmsAbvGrd;Functional;Fireplaces;FireplaceQu;PavedDrive;WoodDeckSF;OpenPorchSF;EnclosedPorch;3SsnPorch;ScreenPorch;Fence;MSSubClass;GrLivArea;FullBath;HalfBath;Bedroom;SaleType;SaleCondition;SalePrice;MoSold;YrSold;GarageCond;GarageType;GarageYrBlt;GarageCars;GarageQual;GarageFinish;GarageArea;BsmtUnfSF;BsmtCond;BsmtHalfBath;BsmtFinType1;BsmtFinType2;TotalBsmtSF;BsmtExposure;BsmtFullBath;BsmtQual;BsmtFinSF2;BsmtFinSF1;MiscFeature;MiscVal;PoolQC;PoolArea;LotFrontage;LotArea;Street;Alley;LotShape;LandContour;Utilities;LotConfig;LandSlope;Neighborhood;Condition1;Condition2;BldgType;HouseStyle;OverallQual;OverallCond;YearBuilt;YearRemodAdd
908102100;3;3;1;3;6;Hip    ;CompShg;MetalSd;MetalSd;None   ;0;CBlock;GasA ;Y;SBrkr;1214;0;0;1;6;Typ ;0;NA;Y;0;0;184;0;0;GdPrv;20;1214,0;1.0;0.0;2.0;WD   ;Normal ;140000;4;2007;Fa;Detchd;1965;2;Fa;Unf;461;420;TA;0;ALQ;GLQ;1214;No;1;TA;96;698;Shed;400;NA;;70;9170;Pave;NA  ;Regular             ;Lvl;AllPub;Corner ;Gtl;Edwards            ;Adjacent to feeder street     ;Normal;1Fam  ;1Story;5;7;1965;1965
908102110;2;3;1;3;6;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;CBlock;GasA ;Y;SBrkr;992;0;0;1;6;Typ ;0;NA;Y;60;0;56;0;0;MnPrv;20;992,0;1.0;0.0;3.0;Oth  ;Abnorml;155891;1;2010;TA;Detchd;1954;1;TA;Unf;319;381;TA;0;Unf;Unf;381;No;0;Fa;0;0;NA;;NA;;68;8842;Pave;NA  ;Regular             ;Lvl;AllPub;Corner ;Gtl;Edwards            ;Norm                          ;Normal;1Fam  ;1Story;5;6;1954;1954
908102130;3;3;3;3;6;Hip    ;CompShg;AsphShn;AsphShn;None   ;0;CBlock;GasA ;N;SBrkr;1664;0;0;2;8;Typ ;0;NA;Y;0;0;0;0;0;NA   ;90;1664,0;2.0;0.0;4.0;WD   ;Normal ;100000;5;2010;NA;NA;;;NA;NA;;;NA;;NA;NA;;NA;;NA;;;NA;;NA;;75;9825;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Edwards            ;Norm                          ;Normal;Duplex;1Story;5;5;1965;1965
908102140;3;3;3;3;6;Hip    ;CompShg;HdBoard;HdBoard;None   ;0;CBlock;GasA ;Y;SBrkr;1092;0;0;1;6;Typ ;0;NA;Y;259;0;0;0;161;MnPrv;20;1092,0;1.0;0.0;3.0;COD  ;Abnorml;123000;4;2008;TA;Attchd;1966;1;TA;Unf;264;483;TA;0;Rec;Unf;1092;No;0;TA;0;609;NA;;NA;;75;9825;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Edwards            ;Norm                          ;Normal;1Fam  ;1Story;5;5;1966;1966
908102160;3;3;2;3;6;Gable  ;CompShg;HdBoard;HdBoard;BrkFace;162;CBlock;GasA ;Y;SBrkr;936;0;0;1;4;Typ ;1;Fa;Y;405;0;0;0;0;NA   ;85;936,0;1.0;0.0;2.0;WD   ;Abnorml;118500;8;2007;TA;Attchd;1967;1;TA;Unf;384;0;TA;0;ALQ;Unf;936;Gd;1;Gd;0;936;Shed;450;NA;;75;9825;Pave;NA  ;Regular             ;Low;AllPub;Inside ;Gtl;Edwards            ;Norm                          ;Normal;1Fam  ;SFoyer;5;5;1967;1967
908102170;3;3;3;3;6;Gable  ;CompShg;MetalSd;MetalSd;None   ;0;CBlock;GasA ;Y;SBrkr;1196;0;0;1;6;Typ ;0;NA;Y;257;0;168;0;0;MnPrv;20;1196,0;1.0;0.0;3.0;WD   ;Normal ;144000;6;2010;TA;Attchd;1968;1;TA;RFn;336;126;TA;0;ALQ;Unf;1196;Gd;1;Gd;0;1070;NA;;NA;;60;10044;Pave;NA  ;Slightly irregular  ;Low;AllPub;CulDSac;Gtl;Edwards            ;Norm                          ;Normal;1Fam  ;1Story;5;6;1968;1968
908102260;3;2;2;3;6;Gable  ;CompShg;HdBoard;HdBoard;None   ;0;CBlock;GasA ;Y;SBrkr;1256;0;0;1;6;Typ ;0;NA;Y;736;68;0;0;0;NA   ;20;1256,0;1.0;1.0;3.0;WD   ;Normal ;147500;6;2008;TA;Attchd;1965;1;TA;Fin;276;136;TA;0;BLQ;LwQ;1256;No;1;TA;290;830;NA;;NA;;75;9937;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Edwards            ;Norm                          ;Normal;1Fam  ;1Story;5;6;1965;1965
908102270;2;3;1;3;6;Hip    ;CompShg;MetalSd;MetalSd;None   ;0;PConc ;GasA ;Y;SBrkr;1486;0;0;1;7;Typ ;0;NA;Y;0;0;0;0;0;MnPrv;20;1486,0;1.0;0.0;3.0;WD   ;Normal ;167000;3;2009;TA;Detchd;1968;2;TA;Fin;480;849;TA;0;BLQ;Unf;1486;No;1;TA;0;637;NA;;NA;;75;9937;Pave;NA  ;Regular             ;Lvl;AllPub;Corner ;Gtl;Edwards            ;Norm                          ;Normal;1Fam  ;1Story;5;7;1964;1999
908102290;3;3;1;3;6;Gable  ;CompShg;MetalSd;MetalSd;None   ;0;CBlock;GasA ;Y;SBrkr;816;0;0;1;3;Typ ;1;Gd;Y;0;0;0;0;0;NA   ;20;816,0;1.0;0.0;2.0;WD   ;Normal ;100000;5;2009;Fa;Detchd;1958;1;Fa;Unf;288;126;TA;0;ALQ;Unf;816;Mn;1;TA;0;690;NA;;NA;;67;8877;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Mod;Edwards            ;Norm                          ;Normal;1Fam  ;1Story;4;6;1938;1958
908102300;3;3;1;4;6;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;CBlock;GasA ;N;FuseF;792;328;0;1;5;Typ ;0;NA;P;0;0;0;0;160;NA   ;50;1120,0;1.0;0.0;2.0;WD   ;Abnorml;64000;6;2010;Fa;Detchd;1956;2;TA;Unf;480;744;TA;0;Unf;Unf;744;No;0;TA;0;0;NA;;NA;;89;11792;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Edwards            ;Norm                          ;Normal;1Fam  ;1.5Fin;4;5;1948;1950
908102320;3;3;3;4;6;Gable  ;CompShg;HdBoard;Plywood;BrkFace;132;CBlock;GasA ;Y;SBrkr;1466;0;0;1;6;Typ ;2;Gd;Y;0;140;0;0;100;NA   ;20;1466,0;1.0;1.0;3.0;WD   ;Normal ;149900;11;2006;TA;Attchd;1959;2;TA;Fin;528;1290;TA;0;BLQ;Unf;1466;No;0;TA;0;176;NA;;NA;;134;17755;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Edwards            ;Norm                          ;Normal;1Fam  ;1Story;5;4;1959;1959
908102330;3;3;3;3;6;Gable  ;CompShg;Wd Sdng;Wd Sdng;None   ;0;CBlock;GasA ;Y;FuseF;1220;0;0;1;6;Typ ;0;NA;Y;0;0;0;0;0;NA   ;20;1220,0;1.0;0.0;2.0;COD  ;Normal ;102000;4;2006;TA;Detchd;1951;2;TA;Unf;396;0;Fa;0;LwQ;Unf;836;No;0;Fa;0;836;NA;;NA;;67;8877;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Edwards            ;Norm                          ;Normal;1Fam  ;1Story;4;5;1951;1951
908103090;2;3;3;3;6;Gable  ;CompShg;VinylSd;VinylSd;Stone  ;20;CBlock;GasA ;Y;SBrkr;1088;0;0;1;4;Typ ;0;NA;P;0;0;0;0;0;NA   ;20;1088,0;1.0;0.0;2.0;COD  ;Normal ;110000;6;2007;TA;Detchd;2002;2;TA;Unf;520;115;TA;0;BLQ;LwQ;1088;No;0;TA;841;132;NA;;NA;;67;8308;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Edwards            ;Norm                          ;Normal;1Fam  ;1Story;4;6;1963;1963
908103260;3;3;1;3;6;Gable  ;CompShg;HdBoard;Plywood;BrkFace;222;CBlock;GasA ;Y;SBrkr;1033;0;0;1;6;Typ ;0;NA;Y;224;0;0;0;0;NA   ;85;1033,0;1.0;0.0;3.0;WD   ;Family ;165000;4;2008;TA;BuiltIn;1976;2;Fa;RFn;504;0;Gd;1;ALQ;Unf;456;Gd;0;Gd;0;456;NA;;NA;;64;12102;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Edwards            ;Norm                          ;Normal;1Fam  ;SFoyer;5;5;1976;1976
908103280;3;3;3;3;6;Hip    ;CompShg;HdBoard;Plywood;BrkFace;84;CBlock;GasA ;Y;SBrkr;1127;0;0;1;6;Typ ;1;Po;Y;0;0;138;0;0;NA   ;20;1127,0;1.0;1.0;3.0;WD   ;Normal ;135000;5;2008;TA;Detchd;1991;2;TA;Unf;480;94;Ex;1;BLQ;Unf;1127;No;0;TA;0;1033;NA;;NA;;65;6500;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Edwards            ;Norm                          ;Normal;1Fam  ;1Story;6;6;1976;1976
908103310;3;3;3;3;6;Flat   ;Tar&Grv;Plywood;Wd Shng;BrkFace;355;CBlock;GasA ;Y;SBrkr;1012;0;0;0;4;Typ ;0;NA;Y;0;0;0;0;0;NA   ;90;1012,0;2.0;0.0;4.0;WD   ;AdjLand;127500;10;2006;NA;NA;;;NA;NA;;0;TA;2;GLQ;Unf;976;Gd;0;Gd;0;976;NA;;NA;;38;7840;Pave;NA  ;Slightly irregular  ;Lvl;AllPub;CulDSac;Gtl;Edwards            ;Norm                          ;Normal;Duplex;SFoyer;6;5;1975;1975
908103320;3;3;3;3;6;Flat   ;Tar&Grv;WdShing;Plywood;BrkFace;250;CBlock;GasA ;Y;SBrkr;980;0;0;0;4;Typ ;0;NA;Y;0;0;0;0;0;NA   ;90;980,0;2.0;0.0;4.0;WD   ;AdjLand;127500;10;2006;NA;NA;;;NA;NA;;0;Gd;2;GLQ;Unf;945;Gd;0;Gd;0;945;NA;;NA;;35;9400;Pave;NA  ;Slightly irregular  ;Lvl;AllPub;CulDSac;Gtl;Edwards            ;Norm                          ;Normal;Duplex;SFoyer;6;5;1975;1975
908103350;3;3;3;3;6;Gable  ;CompShg;Plywood;Plywood;None   ;0;CBlock;GasA ;Y;SBrkr;1096;0;0;1;5;Typ ;1;Fa;Y;0;0;0;0;0;NA   ;80;1096,0;1.0;0.0;3.0;WD   ;Normal ;125200;6;2010;TA;Detchd;1975;1;TA;Unf;352;480;TA;0;ALQ;Unf;1008;Av;1;TA;0;528;NA;;NA;;65;6305;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Edwards            ;Norm                          ;Normal;1Fam  ;SLvl  ;6;6;1975;1975
908127040;3;3;3;3;6;Hip    ;CompShg;HdBoard;HdBoard;BrkFace;48;CBlock;GasA ;Y;FuseF;960;0;0;1;6;Typ ;0;NA;P;120;0;0;0;0;NA   ;20;960,0;1.0;0.0;3.0;WD   ;Normal ;94750;5;2007;TA;Attchd;1965;1;TA;Fin;432;440;TA;0;Rec;Unf;960;No;1;TA;0;520;NA;;NA;;73;10921;Pave;NA  ;Regular             ;HLS;AllPub;Inside ;Gtl;Edwards            ;Norm                          ;Normal;1Fam  ;1Story;4;5;1965;1965
908127050;3;3;3;3;6;Gable  ;CompShg;HdBoard;Plywood;None   ;0;CBlock;GasA ;Y;SBrkr;1176;0;0;1;5;Typ ;0;NA;Y;0;92;0;0;112;NA   ;20;1176,0;1.0;0.0;2.0;WD   ;Abnorml;119900;12;2006;TA;Attchd;1969;1;TA;Unf;360;329;TA;0;ALQ;Unf;1176;Mn;1;Gd;0;847;NA;;NA;;73;16133;Pave;NA  ;Regular             ;HLS;AllPub;Inside ;Gtl;Edwards            ;Norm                          ;Normal;1Fam  ;1Story;5;4;1969;1969
908127060;2;3;3;3;6;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;CBlock;GasA ;Y;SBrkr;901;450;0;1;7;Typ ;1;Gd;N;0;0;43;0;100;NA   ;50;1351,0;1.0;0.0;3.0;WD   ;Normal ;122000;7;2007;TA;Detchd;1975;2;TA;Unf;576;666;TA;0;ALQ;BLQ;901;No;1;TA;105;130;NA;;NA;;74;16287;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Edwards            ;Norm                          ;Normal;1Fam  ;1.5Fin;5;6;1925;1950
908127070;3;3;2;3;6;Hip    ;CompShg;HdBoard;HdBoard;Stone  ;198;CBlock;GasA ;Y;SBrkr;1179;0;0;1;5;Min2;0;NA;P;0;0;0;0;0;GdPrv;20;1179,0;1.0;0.0;2.0;WD   ;Normal ;110000;6;2007;TA;Attchd;1960;2;TA;Fin;622;1179;TA;0;Unf;Unf;1179;No;0;TA;0;0;NA;;NA;;80;8240;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Edwards            ;Norm                          ;Normal;1Fam  ;1Story;6;6;1960;1960
908127100;2;3;3;3;6;Gable  ;CompShg;HdBoard;HdBoard;BrkFace;104;CBlock;GasA ;Y;SBrkr;816;0;0;1;5;Typ ;0;NA;Y;0;32;0;0;0;NA   ;90;816,0;1.0;0.0;3.0;WD   ;Normal ;118500;5;2007;NA;NA;;;NA;NA;;0;TA;0;GLQ;Unf;816;Av;1;Gd;0;816;NA;;NA;;81;11841;Grvl;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Edwards            ;Norm                          ;Normal;Duplex;SFoyer;6;5;1990;1990
908127120;3;3;1;3;6;Gable  ;CompShg;WdShing;Wd Shng;None   ;0;CBlock;GasA ;Y;SBrkr;996;0;0;1;6;Typ ;1;Gd;Y;144;0;0;0;0;NA   ;30;996,0;1.0;0.0;3.0;WD   ;Normal ;108000;7;2008;NA;NA;;;NA;NA;;706;TA;0;BLQ;Unf;996;No;1;TA;0;290;NA;;NA;;63;13907;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Edwards            ;Norm                          ;Normal;1Fam  ;1Story;5;6;1940;1969
908128050;3;3;3;3;6;Gable  ;CompShg;Plywood;Plywood;None   ;0;CBlock;GasA ;Y;SBrkr;1181;0;0;1;6;Typ ;0;NA;Y;0;0;180;0;0;MnPrv;85;1181,0;2.0;0.0;3.0;WD   ;Normal ;137500;4;2008;TA;Detchd;1974;2;TA;RFn;588;38;TA;0;BLQ;Rec;1138;Av;1;Gd;180;920;NA;;NA;;90;10012;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Edwards            ;Norm                          ;Normal;1Fam  ;SFoyer;4;5;1972;1972
908128060;3;2;1;2;6;Gable  ;CompShg;HdBoard;HdBoard;BrkFace;500;Slab  ;GasA ;Y;SBrkr;495;1427;0;1;7;Typ ;1;Ex;Y;0;0;177;0;0;NA   ;85;1922,0;3.0;0.0;4.0;ConLD;Normal ;198500;7;2009;TA;BuiltIn;2003;2;TA;RFn;672;;NA;;NA;NA;;NA;;NA;;;NA;;NA;;64;7301;Pave;NA  ;Regular             ;Lvl;AllPub;Corner ;Gtl;Edwards            ;Norm                          ;Normal;1Fam  ;SFoyer;7;5;2003;2003
908128100;3;2;1;2;6;Hip    ;CompShg;HdBoard;Stucco ;BrkFace;190;PConc ;GasA ;Y;SBrkr;806;918;0;1;8;Typ ;1;Gd;Y;168;57;0;0;0;NA   ;60;1724,0;2.0;1.0;3.0;WD   ;Normal ;196500;5;2006;TA;BuiltIn;2003;2;TA;Fin;616;796;TA;0;Unf;Unf;796;No;0;Gd;0;0;NA;;NA;;62;7162;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Edwards            ;Norm                          ;Normal;1Fam  ;2Story;7;5;2003;2004
908128110;3;2;1;2;6;Gable  ;CompShg;VinylSd;VinylSd;Stone  ;92;PConc ;GasA ;Y;SBrkr;760;896;0;1;7;Typ ;1;Gd;Y;178;128;0;0;0;NA   ;60;1656,0;2.0;1.0;3.0;WD   ;Normal ;165400;7;2008;TA;BuiltIn;2003;2;TA;Fin;397;746;TA;0;Unf;Unf;746;No;0;Gd;0;0;NA;;NA;;60;6931;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Edwards            ;Norm                          ;Normal;1Fam  ;2Story;7;5;2003;2004
908130020;3;3;1;2;6;Gable  ;CompShg;VinylSd;VinylSd;NA     ;;PConc ;GasA ;Y;SBrkr;914;0;0;1;4;Typ ;0;NA;N;32;0;0;0;0;NA   ;20;914,0;1.0;0.0;2.0;WD   ;Normal ;117250;4;2006;NA;NA;;;NA;NA;;142;TA;0;GLQ;ALQ;914;Av;1;Gd;297;475;NA;;NA;;75;8050;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Edwards            ;Norm                          ;Normal;1Fam  ;1Story;6;5;2002;2002
908151040;3;3;3;3;6;Hip    ;CompShg;Plywood;Plywood;None   ;0;CBlock;GasA ;Y;SBrkr;1117;0;0;1;6;Typ ;1;Fa;Y;292;0;0;0;0;NA   ;80;1117,0;1.0;0.0;3.0;WD   ;Normal ;147000;11;2008;TA;Attchd;1977;2;TA;RFn;542;541;TA;0;ALQ;Rec;1029;Av;1;TA;120;368;NA;;NA;;;9638;Pave;NA  ;Slightly irregular  ;Lvl;AllPub;CulDSac;Gtl;Edwards            ;Norm                          ;Normal;1Fam  ;SLvl  ;6;6;1977;1977
908151050;3;3;3;3;6;Hip    ;CompShg;HdBoard;Plywood;BrkFace;140;CBlock;GasA ;Y;SBrkr;698;728;0;1;6;Typ ;0;NA;Y;252;0;0;0;0;MnPrv;60;1426,0;1.0;1.0;3.0;WD   ;Normal ;159500;7;2009;TA;Attchd;1977;2;TA;Fin;440;155;TA;0;BLQ;Unf;690;No;0;TA;0;535;NA;;NA;;75;7950;Pave;NA  ;Slightly irregular  ;Bnk;AllPub;Corner ;Gtl;Edwards            ;Norm                          ;Normal;1Fam  ;2Story;6;6;1977;1977
908152035;3;3;3;3;6;Gable  ;CompShg;HdBoard;HdBoard;None   ;0;CBlock;GasA ;Y;SBrkr;1149;0;0;1;7;Min1;0;NA;Y;0;240;0;0;0;MnPrv;20;1149,0;1.0;0.0;3.0;WD   ;Normal ;127000;7;2009;TA;2Types;1968;1;TA;Fin;544;615;TA;0;GLQ;Unf;1014;No;1;TA;0;399;NA;;NA;;80;10682;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Edwards            ;Norm                          ;Normal;1Fam  ;1Story;4;6;1960;1971
908152060;4;3;3;3;6;Gable  ;CompShg;HdBoard;Plywood;None   ;0;CBlock;GasA ;Y;SBrkr;1044;0;0;1;7;Typ ;1;Fa;Y;228;0;0;0;0;NA   ;80;1044,0;1.0;0.0;3.0;WD   ;Normal ;133500;4;2007;Fa;Detchd;1976;2;TA;Unf;528;456;TA;0;GLQ;Unf;960;Av;1;TA;0;504;NA;;NA;;65;6285;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Edwards            ;Norm                          ;Normal;1Fam  ;SLvl  ;6;6;1976;1976
908152070;2;3;3;3;6;Hip    ;CompShg;HdBoard;HdBoard;BrkFace;174;CBlock;GasA ;Y;SBrkr;1113;0;0;1;6;Typ ;1;Fa;Y;370;30;0;0;0;GdPrv;20;1113,0;1.0;1.0;3.0;WD   ;Normal ;148000;5;2007;Gd;Attchd;1987;1;TA;RFn;504;392;Gd;0;BLQ;Unf;1143;No;1;TA;0;751;NA;;NA;;;7917;Pave;NA  ;Slightly irregular  ;Lvl;AllPub;Corner ;Gtl;Edwards            ;Norm                          ;Normal;1Fam  ;1Story;6;7;1976;1976
908152080;3;3;3;3;6;Gable  ;CompShg;Plywood;Plywood;None   ;0;CBlock;GasA ;Y;SBrkr;1117;0;0;1;6;Typ ;1;TA;Y;144;0;0;0;0;MnPrv;80;1117,0;1.0;0.0;3.0;WD   ;Abnorml;107000;3;2010;TA;Detchd;1976;2;TA;Unf;672;480;TA;0;ALQ;BLQ;1029;Av;1;TA;127;422;NA;;NA;;94;7819;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Edwards            ;Norm                          ;Normal;1Fam  ;SLvl  ;6;5;1976;1976
908152100;3;3;1;3;6;Hip    ;CompShg;MetalSd;MetalSd;BrkFace;255;CBlock;GasA ;Y;SBrkr;1125;0;0;1;6;Typ ;1;Fa;Y;296;0;0;0;0;GdWo ;80;1125,0;1.0;0.0;3.0;WD   ;Abnorml;125000;10;2009;TA;Detchd;1977;1;TA;Unf;352;410;TA;0;ALQ;Unf;1041;Av;1;TA;0;631;NA;;NA;;72;7200;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Edwards            ;Norm                          ;Normal;1Fam  ;SLvl  ;6;6;1976;1976
908152110;3;3;3;3;6;Hip    ;CompShg;Plywood;Plywood;None   ;0;CBlock;GasA ;Y;SBrkr;684;714;0;1;6;Typ ;1;TA;Y;0;0;0;0;0;MnPrv;60;1398,0;1.0;1.0;3.0;WD   ;Normal ;160500;2;2008;TA;Attchd;1976;2;TA;Fin;440;396;TA;0;ALQ;Unf;684;Av;0;TA;0;288;NA;;NA;;72;7200;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Edwards            ;Norm                          ;Normal;1Fam  ;2Story;6;7;1976;2001
908152180;3;3;3;3;6;Gable  ;CompShg;Plywood;Plywood;None   ;0;Slab  ;GasA ;Y;SBrkr;1100;1133;0;2;11;Typ ;0;NA;Y;0;0;0;0;0;NA   ;90;2233,0;2.0;1.0;5.0;WD   ;Normal ;141000;2;2007;Gd;Attchd;1979;2;TA;Fin;579;;NA;;NA;NA;;NA;;NA;;;NA;;NA;;;9555;Pave;NA  ;Slightly irregular  ;Lvl;AllPub;CulDSac;Gtl;Edwards            ;Norm                          ;Normal;Duplex;2Story;5;6;1979;1979
908152260;3;3;2;3;6;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;PConc ;GasA ;Y;SBrkr;1125;0;0;1;5;Typ ;0;NA;Y;80;64;0;0;0;NA   ;20;1125,0;1.0;1.0;2.0;New  ;Partial;155000;4;2007;TA;Attchd;2007;2;TA;Unf;430;1125;TA;0;Unf;Unf;1125;No;0;Gd;0;0;NA;;NA;;74;8536;Pave;NA  ;Regular             ;Lvl;AllPub;Corner ;Gtl;Edwards            ;Norm                          ;Normal;1Fam  ;1Story;5;5;2006;2007
908152270;3;3;1;2;6;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;PConc ;GasA ;Y;SBrkr;1132;0;0;1;5;Typ ;0;NA;Y;252;64;0;0;0;NA   ;20;1132,0;1.0;1.0;2.0;WD   ;Normal ;176000;6;2008;TA;Attchd;2005;2;TA;Fin;451;108;TA;0;GLQ;Unf;1132;No;1;Gd;0;1024;NA;;NA;;60;7024;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Edwards            ;Norm                          ;Normal;1Fam  ;1Story;4;5;2005;2005
908152280;3;3;2;3;6;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;PConc ;GasA ;Y;SBrkr;1090;0;0;1;5;Typ ;0;NA;Y;0;49;0;0;0;NA   ;20;1090,0;1.0;1.0;2.0;WD   ;Normal ;157000;6;2007;TA;Attchd;2005;2;TA;Fin;450;110;Gd;0;ALQ;Unf;1090;No;1;Ex;0;980;NA;;NA;;60;7024;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Edwards            ;Norm                          ;Normal;1Fam  ;1Story;5;5;2005;2006
908152290;3;3;2;3;6;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;PConc ;GasA ;Y;SBrkr;734;674;0;1;6;Typ ;0;NA;Y;0;85;0;0;0;NA   ;60;1408,0;2.0;1.0;3.0;WD   ;Normal ;171500;5;2007;TA;BuiltIn;2005;2;TA;Fin;489;123;Gd;0;GLQ;Unf;734;No;1;Gd;0;611;NA;;NA;;60;7023;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Edwards            ;Norm                          ;Normal;1Fam  ;2Story;5;5;2005;2006
908154040;3;1;1;1;6;Hip    ;CompShg;CemntBd;CmentBd;Stone  ;340;PConc ;GasA ;Y;SBrkr;1698;0;0;1;8;Typ ;1;Gd;Y;327;64;0;0;0;NA   ;20;1698,0;2.0;0.0;3.0;WD   ;Normal ;320000;2;2009;TA;Attchd;2007;3;TA;Fin;768;464;TA;0;GLQ;Unf;1698;No;1;Ex;0;1234;NA;;NA;;86;13286;Pave;NA  ;Slightly irregular  ;Lvl;AllPub;Inside ;Gtl;Edwards            ;Norm                          ;Normal;1Fam  ;1Story;9;5;2007;2008
908154080;3;3;3;1;6;Gable  ;CompShg;Plywood;Plywood;None   ;0;Slab  ;GasA ;Y;SBrkr;3820;0;0;1;11;Typ ;2;Gd;Y;0;372;0;0;0;NA   ;20;3820,0;3.0;1.0;5.0;WD   ;Normal ;284700;7;2008;TA;Attchd;1959;2;TA;Unf;624;;NA;;NA;NA;;NA;;NA;;;NA;;NA;;123;47007;Pave;NA  ;Slightly irregular  ;Lvl;AllPub;Inside ;Gtl;Edwards            ;Norm                          ;Normal;1Fam  ;1Story;5;7;1959;1996
908154195;3;1;1;1;6;Hip    ;CompShg;CemntBd;CmentBd;Stone  ;1224;PConc ;GasA ;Y;SBrkr;5095;0;0;1;15;Typ ;2;Gd;Y;546;484;0;0;0;NA   ;20;5095,0;2.0;1.0;2.0;New  ;Partial;183850;10;2007;TA;Attchd;2008;3;TA;Fin;1154;1085;TA;1;GLQ;Unf;5095;Gd;1;Ex;0;4010;Elev;17000;NA;;128;39290;Pave;NA  ;Slightly irregular  ;Bnk;AllPub;Inside ;Gtl;Edwards            ;Norm                          ;Normal;1Fam  ;1Story;10;5;2008;2009
908154205;3;1;1;1;6;Hip    ;CompShg;CemntBd;CmentBd;Stone  ;762;PConc ;GasA ;Y;SBrkr;3138;1538;0;1;11;Typ ;1;Gd;Y;208;406;0;0;0;NA   ;60;4676,0;3.0;1.0;3.0;New  ;Partial;184750;10;2007;TA;BuiltIn;2007;3;TA;Fin;884;878;TA;0;GLQ;Unf;3138;Gd;1;Ex;0;2260;NA;;NA;;130;40094;Pave;NA  ;Slightly irregular  ;Bnk;AllPub;Inside ;Gtl;Edwards            ;PosN                          ;Near p;1Fam  ;2Story;10;5;2007;2008
908154235;3;1;1;1;6;Hip    ;ClyTile;Stucco ;Stucco ;Stone  ;796;PConc ;GasA ;Y;SBrkr;4692;950;0;1;12;Typ ;3;Gd;Y;214;292;0;0;0;NA   ;60;5642,0;2.0;1.0;3.0;New  ;Partial;160000;1;2008;TA;Attchd;2008;2;TA;Fin;1418;466;TA;0;GLQ;Unf;6110;Gd;2;Ex;0;5644;NA;;Gd;480;313;63887;Pave;NA  ;Irregular           ;Bnk;AllPub;Corner ;Gtl;Edwards            ;Adjacent to feeder street     ;Normal;1Fam  ;2Story;10;5;2008;2008
908178050;3;2;1;2;6;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;PConc ;GasA ;Y;SBrkr;1164;1150;0;1;9;Typ ;1;Ex;Y;0;274;0;0;0;NA   ;60;2314,0;2.0;1.0;3.0;ConLD;Normal ;229000;2;2006;TA;BuiltIn;2003;2;TA;Fin;502;1150;TA;0;Unf;Unf;1150;No;0;Ex;0;0;NA;;NA;;90;11060;Pave;NA  ;Slightly irregular  ;Lvl;AllPub;Corner ;Gtl;Edwards            ;Norm                          ;Normal;1Fam  ;2Story;7;5;2003;2005
